item_id,word_id,sense_id,headword,pinyin_tag,pinyin,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online
641,251,3,暖房,nuǎnfáng,nuǎnfáng,"<entry id=""38022""><hwg><hw>暖房<sup>2</sup></hw><pinyin>nuǎnfáng</pinyin></hwg><def><ps>名</ps>温室。</def>",名词。,名词,温室。,温室。,名词。温室。,他从小像暖房里的花，荏弱多病。,23,0,0,,1.0,,,,
642,252,1,替手,tì//shǒu,tìshǒu,"<entry id=""50696""><hwg><hw>替手</hw><pinyin>tì//shǒu</pinyin></hwg><def><ps>动</ps>替换着做事<small>儿</small>：<ex>孩子大了，能给大人替替手了。</ex></def>",动词。,动词,替换着做事儿。,替换着做事儿。,动词。替换着做事儿。,孩子大了，能给大人替替手了。,26,0,0,1.0,,,,,
643,252,2,替手,tì·shǒu,tìshǒu,"<entry id=""50697""><hwg><hw>替手</hw><pinyin>tì·shǒu</pinyin></hwg><def><ps>名</ps>替换的人：<ex>他上了年纪，快干不动了，赶紧找个～吧。</ex></def>",名词。,名词,替换的人。,替换的人。,名词。替换的人。,他上了年纪，快干不动了，赶紧找个替手吧。,30,0,0,1.0,,,,,
644,253,1,朝阳,cháoyáng,cháoyáng,"<entry id=""06091""><hwg><hw>朝阳</hw><pinyin>cháoyáng</pinyin></hwg><def><ps>动</ps>向着太阳，一般指朝南：<ex>两间屋子都～。</ex></def><def>　另见<pinyin>zhāoyáng</pinyin>。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://朝阳花"">朝阳花</a></div></ci>",动词。,动词,向着太阳，一般指朝南。,向着太阳，一般指朝南。,动词。向着太阳，一般指朝南。,两间屋子都朝阳。,24,1,0,1.0,,,,,
645,253,2,朝阳,zhāoyáng,zhāoyáng,"<entry id=""65665""><hwg><hw>朝阳</hw><pinyin>zhāoyáng</pinyin></hwg><def><num>❶</num> <ps>名</ps>早晨的太阳：<ex>迎着～。</ex></def><def><num>❷</num> <ps>形</ps>属性词。新兴的、富有竞争力而有发展前途的：<ex>～产业。</ex></def><def>　另见<pinyin>cháoyáng</pinyin>。</def>",名词。,名词,早晨的太阳。,早晨的太阳。,名词。早晨的太阳。,迎着朝阳。,16,1,1,1.0,,,,,
646,253,3,朝阳,zhāoyáng,zhāoyáng,"<entry id=""65665""><hwg><hw>朝阳</hw><pinyin>zhāoyáng</pinyin></hwg><def><num>❶</num> <ps>名</ps>早晨的太阳：<ex>迎着～。</ex></def><def><num>❷</num> <ps>形</ps>属性词。新兴的、富有竞争力而有发展前途的：<ex>～产业。</ex></def><def>　另见<pinyin>cháoyáng</pinyin>。</def>",形容词；属性词。,形容词,新兴的、富有竞争力而有发展前途的。,新兴的、富有竞争力而有发展前途的。,形容词；属性词。新兴的、富有竞争力而有发展前途的。,朝阳产业。,32,1,1,1.0,,,,,
647,254,1,本事,běnshì,běnshì,"<entry id=""02358""><hwg><hw>本事</hw><pinyin>běnshì</pinyin></hwg><def><ps>名</ps>文学作品主题所根据的故事情节：<ex>～诗｜这些诗词的～年久失考。</ex></def>",名词。,名词,文学作品主题所根据的故事情节。,文学作品主题所根据的故事情节。,名词。文学作品主题所根据的故事情节。,这些诗词的本事年久失考。,32,1,0,1.0,,,,,
648,254,2,本事,běn·shi,běnshi,"<entry id=""02359""><hwg><hw>本事</hw><pinyin>běn·shi</pinyin></hwg><def><ps>名</ps>本领：<ex>有～｜学～｜～大。</ex></def>",名词。,名词,本领。,本领。,名词。本领。,本事大。,12,1,0,1.0,,,,,
649,255,1,朱墨,zhūmò,zhūmò,"<entry id=""67734""><hwg><hw>朱墨<sup>1</sup></hw><pinyin>zhūmò</pinyin></hwg><def><ps>名</ps>红黑两色：<ex>～加批｜～套印。</ex></def>",名词。,名词,红黑两色。,红黑两色。,名词。红黑两色。,朱墨加批。,15,0,0,1.0,,,,,
650,255,2,朱墨,zhūmò,zhūmò,"<entry id=""67735""><hwg><hw>朱墨<sup>2</sup></hw><pinyin>zhūmò</pinyin></hwg><def><ps>名</ps>用朱砂制成的墨。</def>",名词。,名词,用朱砂制成的墨。,用朱砂制成的墨。,名词。用朱砂制成的墨。,书房里摆放着一方朱墨，散发着独特的韵味。,33,0,0,,,,,1.0,
651,256,1,朱雀,zhūquè,zhūquè,"<entry id=""67739""><hwg><hw>朱雀<sup>1</sup></hw><pinyin>zhūquè</pinyin></hwg><def><ps>名</ps>鸟，外形像麻雀，雄鸟红色或暗褐色，雌鸟一般灰褐色。生活在山林中，吃植物果实、种子等。</def>",名词。,名词,鸟，外形像麻雀，雄鸟红色或暗褐色，雌鸟一般灰褐色。生活在山林中，吃植物果实、种子等。,鸟，外形像麻雀，雄鸟红色或暗褐色，雌鸟一般灰褐色。生活在山林中，吃植物果实、种子等。,名词。鸟，外形像麻雀，雄鸟红色或暗褐色，雌鸟一般灰褐色。生活在山林中，吃植物果实、种子等。,朱雀的羽毛如火如霞，闪耀着炽热的光芒，每一片都仿佛蕴含着烈焰的力量，令人叹为观止。,88,0,0,,,,,1.0,
652,256,2,朱雀,zhūquè,zhūquè,"<entry id=""67740""><hwg><hw>朱雀<sup>2</sup></hw><pinyin>zhūquè</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 二十八宿中南方七宿的统称。参看〖<a href=""entry://二十八宿"">二十八宿</a>〗。</def><def><num>❷</num> 道教所奉的南方的神。</def><def>‖也叫朱鸟。</def>",名词。,名词,二十八宿中南方七宿的统称。,二十八宿中南方七宿的统称。,名词。二十八宿中南方七宿的统称。,传说中，朱雀拥有不灭的火焰，能够净化世间一切邪恶与污秽。,46,0,1,,,,,1.0,
653,256,3,朱雀,zhūquè,zhūquè,"<entry id=""67740""><hwg><hw>朱雀<sup>2</sup></hw><pinyin>zhūquè</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 二十八宿中南方七宿的统称。参看〖<a href=""entry://二十八宿"">二十八宿</a>〗。</def><def><num>❷</num> 道教所奉的南方的神。</def><def>‖也叫朱鸟。</def>",名词。,名词,道教所奉的南方的神。也叫朱鸟。,道教所奉的南方的神。也叫朱鸟。,名词。道教所奉的南方的神。也叫朱鸟。,朱雀不仅是星宿的象征，还是古代神话中代表南方的神祇，与青龙、白虎、玄武共同守护四方。,62,0,1,,,,,1.0,
654,257,1,机制,jīzhì,jīzhì,"<entry id=""23660""><hwg><hw>机制<sup>1</sup></hw><pinyin>jīzhì</pinyin></hwg><def><ps>形</ps>属性词。用机器制造的：<ex>～纸｜～煤球。</ex></def>",形容词；属性词。,形容词,用机器制造的。,用机器制造的。,形容词；属性词。用机器制造的。,机制煤球。,22,0,0,1.0,,,,,
655,257,2,机制,jīzhì,jīzhì,"<entry id=""23661""><hwg><hw>机制<sup>2</sup></hw><pinyin>jīzhì</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 机器的构造和工作原理，如计算机的机制。</def><def><num>❷</num> 机体的构造、功能和相互关系，如动脉硬化的机制。</def><def><num>❸</num> 指某些自然现象的物理、化学规律，如优选法中优化对象的机制。</def><def>‖也叫机理。</def><def><num>❹</num> 泛指一个工作系统的组织或部分之间相互作用的过程和方式：<ex>市场～｜竞争～。</ex></def>",名词。,名词,机器的构造和工作原理，如计算机的机制。,机器的构造和工作原理，如计算机的机制。,名词。机器的构造和工作原理，如计算机的机制。,这台机器的运作机制相当复杂。,38,0,1,,,,,1.0,
656,257,3,机制,jīzhì,jīzhì,"<entry id=""23661""><hwg><hw>机制<sup>2</sup></hw><pinyin>jīzhì</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 机器的构造和工作原理，如计算机的机制。</def><def><num>❷</num> 机体的构造、功能和相互关系，如动脉硬化的机制。</def><def><num>❸</num> 指某些自然现象的物理、化学规律，如优选法中优化对象的机制。</def><def>‖也叫机理。</def><def><num>❹</num> 泛指一个工作系统的组织或部分之间相互作用的过程和方式：<ex>市场～｜竞争～。</ex></def>",名词。,名词,机体的构造、功能和相互关系，如动脉硬化的机制。,机体的构造、功能和相互关系，如动脉硬化的机制。,名词。机体的构造、功能和相互关系，如动脉硬化的机制。,人体内的免疫机制是一种精妙的设计，它能够识别和抵御外来病原体，保护我们的健康。,67,0,1,,,,,1.0,
657,257,4,机制,jīzhì,jīzhì,"<entry id=""23661""><hwg><hw>机制<sup>2</sup></hw><pinyin>jīzhì</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 机器的构造和工作原理，如计算机的机制。</def><def><num>❷</num> 机体的构造、功能和相互关系，如动脉硬化的机制。</def><def><num>❸</num> 指某些自然现象的物理、化学规律，如优选法中优化对象的机制。</def><def>‖也叫机理。</def><def><num>❹</num> 泛指一个工作系统的组织或部分之间相互作用的过程和方式：<ex>市场～｜竞争～。</ex></def>",名词。,名词,指某些自然现象的物理、化学规律，如优选法中优化对象的机制。也叫机理。,指某些自然现象的物理、化学规律，如优选法中优化对象的机制。也叫机理。,名词。指某些自然现象的物理、化学规律，如优选法中优化对象的机制。也叫机理。,理解天体运动的物理机制是探索宇宙奥秘的关键一步。,63,0,1,,,,,1.0,
658,257,5,机制,jīzhì,jīzhì,"<entry id=""23661""><hwg><hw>机制<sup>2</sup></hw><pinyin>jīzhì</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 机器的构造和工作原理，如计算机的机制。</def><def><num>❷</num> 机体的构造、功能和相互关系，如动脉硬化的机制。</def><def><num>❸</num> 指某些自然现象的物理、化学规律，如优选法中优化对象的机制。</def><def>‖也叫机理。</def><def><num>❹</num> 泛指一个工作系统的组织或部分之间相互作用的过程和方式：<ex>市场～｜竞争～。</ex></def>",名词。,名词,泛指一个工作系统的组织或部分之间相互作用的过程和方式。,泛指一个工作系统的组织或部分之间相互作用的过程和方式。,名词。泛指一个工作系统的组织或部分之间相互作用的过程和方式。,市场机制。,37,0,1,1.0,,,,,
659,258,1,机动,jīdòng,jīdòng,"<entry id=""23601""><hwg><hw>机动<sup>1</sup></hw><pinyin>jīdòng</pinyin></hwg><def><ps>形</ps>属性词。利用机器开动的：<ex>～车。</ex></def>",形容词；属性词。,形容词,利用机器开动的。,利用机器开动的。,形容词；属性词。利用机器开动的。,机动车。,22,0,0,1.0,,,,,
660,258,2,机动,jīdòng,jīdòng,"<entry id=""23602""><hwg><hw>机动<sup>2</sup></hw><pinyin>jīdòng</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 权宜（处置）；灵活（运用）：<ex>这笔经费你们可以～使用。</ex></def><def><num>❷</num> 属性词。准备灵活运用的：<ex>～费｜～力量。</ex></def>",形容词。,形容词,权宜（处置）；灵活（运用）。,权宜（处置）；灵活（运用）。,形容词。权宜（处置）；灵活（运用）。,这笔经费你们可以机动使用。,33,0,1,1.0,,,,,
661,258,3,机动,jīdòng,jīdòng,"<entry id=""23602""><hwg><hw>机动<sup>2</sup></hw><pinyin>jīdòng</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 权宜（处置）；灵活（运用）：<ex>这笔经费你们可以～使用。</ex></def><def><num>❷</num> 属性词。准备灵活运用的：<ex>～费｜～力量。</ex></def>",属性词。,属性词,准备灵活运用的。,准备灵活运用的。,属性词。准备灵活运用的。,机动经费。,19,0,1,1.0,,,,,
662,259,1,杆子,gān·zi,gānzi,"<entry id=""16603""><hwg><hw>杆子</hw><pinyin>gān·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 有一定用途的细长的木头或类似的东西（多直立在地上，上端较细）：<ex>电线～。</ex></def><def><num>❷</num> 〈方〉指结伙抢劫的土匪：<ex>拉～。</ex></def><def>　另见<pinyin>gǎn·zi</pinyin>。</def>",名词。,名词,有一定用途的细长的木头或类似的东西（多直立在地上，上端较细）。,有一定用途的细长的木头或类似的东西（多直立在地上，上端较细）。,名词。有一定用途的细长的木头或类似的东西（多直立在地上，上端较细）。,电线杆子。,41,1,0,1.0,,,,,
663,259,2,杆子,gǎn·zi,gǎnzi,"<entry id=""16643""><hwg><hw>杆子</hw><pinyin>gǎn·zi</pinyin></hwg><def><ps>名</ps>杆（<pinyin>gǎn</pinyin>）①：<ex>枪～｜笔～。</ex></def><def>　另见<pinyin>gān·zi</pinyin>。</def>",名词。,名词,杆（gǎn）。,杆（gǎn）。,名词。杆（gǎn）。,枪杆子。,16,1,0,1.0,,,,,
664,260,1,来得,lái·de,láide,"<entry id=""30548""><hwg><hw>来得<sup>1</sup></hw><pinyin>lái·de</pinyin></hwg><def>〈口〉<ps>动</ps>胜任：<ex>粗细活<small>儿</small>她都～｜他说话有点<small>儿</small>口吃，笔底下倒～。</ex></def>",动词。,动词,〈口〉胜任。,〈口语〉胜任。,动词。〈口语〉胜任。,他说话有点儿口吃，笔底下倒来得。,28,0,0,1.0,,,,,
665,260,2,来得,lái·de,láide,"<entry id=""30549""><hwg><hw>来得<sup>2</sup></hw><pinyin>lái·de</pinyin></hwg><def>〈口〉<ps>动</ps>（相比之下）显得：<ex>海水比淡水重，因此压力也～大｜下棋太沉闷，还是打球～痛快。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://来得及"">来得及</a></div></ci>",动词。,动词,〈口〉（相比之下）显得。,〈口语〉（相比之下）显得。,动词。〈口语〉（相比之下）显得。,下棋太沉闷，还是打球来得痛快。,33,0,0,1.0,,,,,
666,261,1,来路,láilù,láilù,"<entry id=""30569""><hwg><hw>来路</hw><pinyin>láilù</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 向这里来的道路：<ex>洪水挡住了运输队的～。</ex></def><def><num>❷</num> 来源：<ex>断了生活～。</ex></def>",名词。,名词,向这里来的道路。,向这里来的道路。,名词。向这里来的道路。,洪水挡住了运输队的来路。,25,1,1,1.0,,,,,
667,261,2,来路,láilù,láilù,"<entry id=""30569""><hwg><hw>来路</hw><pinyin>láilù</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 向这里来的道路：<ex>洪水挡住了运输队的～。</ex></def><def><num>❷</num> 来源：<ex>断了生活～。</ex></def>",名词。,名词,来源。,来源。,名词。来源。,断了生活来路。,15,1,1,1.0,,,,,
668,261,3,来路,lái·lu,láilu,"<entry id=""30570""><hwg><hw>来路</hw><pinyin>lái·lu</pinyin></hwg><def><ps>名</ps>来历：<ex>～不明的人。</ex></def>",名词。,名词,来历。,来历。,名词。来历。,来路不明的人。,15,1,0,1.0,,,,,
669,262,1,松散,sōngsǎn,sōngsǎn,"<entry id=""48936""><hwg><hw>松散</hw><pinyin>sōngsǎn</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> （事物结构）不紧密；（精神）不集中：<ex>故事情节～｜注意力～。</ex></def><def><num>❷</num> 关系不密切：<ex>～的联盟。</ex></def><def><num>❸</num> （制度、纪律等）执行不严格：<ex>纪律～。</ex></def>",形容词。,形容词,（事物结构）不紧密；（精神）不集中。,（事物结构）不紧密；（精神）不集中。,形容词。（事物结构）不紧密；（精神）不集中。,注意力松散。,30,1,1,1.0,,,,,
670,262,2,松散,sōngsǎn,sōngsǎn,"<entry id=""48936""><hwg><hw>松散</hw><pinyin>sōngsǎn</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> （事物结构）不紧密；（精神）不集中：<ex>故事情节～｜注意力～。</ex></def><def><num>❷</num> 关系不密切：<ex>～的联盟。</ex></def><def><num>❸</num> （制度、纪律等）执行不严格：<ex>纪律～。</ex></def>",形容词。,形容词,关系不密切。,关系不密切。,形容词。关系不密切。,松散的联盟。,18,1,1,1.0,,,,,
671,262,3,松散,sōngsǎn,sōngsǎn,"<entry id=""48936""><hwg><hw>松散</hw><pinyin>sōngsǎn</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> （事物结构）不紧密；（精神）不集中：<ex>故事情节～｜注意力～。</ex></def><def><num>❷</num> 关系不密切：<ex>～的联盟。</ex></def><def><num>❸</num> （制度、纪律等）执行不严格：<ex>纪律～。</ex></def>",形容词。,形容词,（制度、纪律等）执行不严格。,（制度、纪律等）执行不严格。,形容词。（制度、纪律等）执行不严格。,纪律松散。,25,1,1,1.0,,,,,
672,262,4,松散,sōng·san,sōngsan,"<entry id=""48937""><hwg><hw>松散</hw><pinyin>sōng·san</pinyin></hwg><def><ps>动</ps>使轻松舒畅：<ex>房里太热，出来～～。</ex></def>",动词。,动词,使轻松舒畅。,使轻松舒畅。,动词。使轻松舒畅。,房里太热，出来松散松散。,23,1,0,1.0,,,,,
673,263,1,标金,biāojīn,biāojīn,"<entry id=""03233""><hwg><hw>标金<sup>1</sup></hw><pinyin>biāojīn</pinyin></hwg><def><ps>名</ps>投标时的押金。</def>",名词。,名词,投标时的押金。,投标时的押金。,名词。投标时的押金。,在这次建筑工程的投标中，每个竞标者都需要缴纳一定金额的标金。,42,0,0,,,,,1.0,
